,out,tokens
131,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 4229, 2620, 1012, 2423, 1061, 10020, 7287, 1012, 18034, 1060, 17848, 4466, 2487, 1012, 2423, 1061, 17848, 21950, 1012, 1019, 2415, 1035, 1060, 4724, 2549, 2415, 1035, 1061, 19609, 7605, 1035, 1060, 5388, 2549, 1012, 19342, 2575, 2683, 2475, 7605, 1035, 1061, 1011, 24231, 1012, 5187, 10790, 16048, 7605, 1035, 1062, 2786, 1012, 1014, 7023, 1014, 1012, 5187, 16703, 2692, 2509, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2410, 1024, 5187, 9099, 1035, 1060, 1014, 1012, 4749, 22022, 22022, 9099, 1035, 1061, 1014, 1012, 14506, 2620, 17465, 9099, 1035, 1062, 1014, 1012, 13710, 2575, 2620, 2475, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16068, 2620, 2549, 1053, 1035, 1061, 1014, 1012, 4029, 21486, 2683, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 22394, 2575, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 25746, 17465, 2171, 1024, 4229, 1010, 26718, 18863, 1024, 4874, 4229, 2620, 1012, 1016, 4466, 2487, 1012, 1016, 7287, 1012, 1018, 21950, 1012, 1019, 5388, 2549, 1012, 1018, 1011, 24231, 1012, 1019, 2786, 1012, 1014, 19034, 5835, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 2529, 2202, 1996, 2157, 2892, 102]"
132,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 27502, 1012, 1014, 1061, 10020, 15028, 1012, 1014, 1060, 17848, 18034, 1012, 1014, 1061, 17848, 13756, 1012, 1014, 2415, 1035, 1060, 27954, 2415, 1035, 1061, 19627, 7605, 1035, 1060, 3590, 1012, 24426, 2575, 22025, 7605, 1035, 1061, 1011, 6146, 1012, 22288, 16068, 2629, 7605, 1035, 1062, 5594, 2475, 1012, 1014, 7023, 1014, 1012, 6146, 21486, 2620, 2549, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2260, 1024, 2184, 9099, 1035, 1060, 1014, 1012, 4466, 22203, 26187, 9099, 1035, 1061, 1014, 1012, 12567, 23352, 9099, 1035, 1062, 1014, 1012, 5757, 24087, 2581, 2683, 1053, 1035, 1060, 1011, 1014, 1012, 4185, 2683, 16932, 2549, 1053, 1035, 1061, 1011, 1014, 1012, 25586, 16576, 2620, 1053, 1035, 1062, 1014, 1012, 27054, 2620, 23833, 1053, 1035, 1059, 1011, 1014, 1012, 4185, 2581, 21084, 2475, 2171, 1024, 6163, 1010, 26718, 18863, 1024, 4874, 27502, 1012, 1014, 18034, 1012, 1014, 15028, 1012, 1014, 13756, 1012, 1014, 3590, 1012, 1017, 1011, 6146, 1012, 1019, 5594, 2475, 1012, 1014, 19034, 5835, 3486, 2620, 1012, 1014, 23285, 1012, 1019, 16734, 1012, 1014, 20405, 1012, 1019, 19609, 1012, 1017, 1011, 2570, 1012, 1022, 9402, 2683, 1012, 1014, 2529, 2507, 2033, 1996, 14757, 102]"
133,"[0.3297459869468737, 0.0560038995941863, 0.1909732298658382, 0.0069026658189576]","[101, 19034, 1060, 10020, 9475, 1012, 2423, 1061, 10020, 7558, 1012, 22810, 1060, 17848, 27517, 1012, 2423, 1061, 17848, 18744, 1012, 22810, 2415, 1035, 1060, 24429, 2415, 1035, 1061, 16923, 7605, 1035, 1060, 27954, 1012, 3515, 2581, 2683, 21472, 7605, 1035, 1061, 1011, 4261, 2509, 1012, 28135, 2692, 23499, 7605, 1035, 1062, 18540, 2629, 1012, 1014, 7023, 1014, 1012, 3938, 17134, 2575, 2581, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 5354, 1024, 5890, 9099, 1035, 1060, 1014, 1012, 29567, 2581, 21472, 9099, 1035, 1061, 1014, 1012, 5709, 16086, 2692, 2549, 9099, 1035, 1062, 1014, 1012, 5556, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 22025, 2575, 2620, 1053, 1035, 1061, 1014, 1012, 4229, 17788, 2581, 2620, 1053, 1035, 1062, 1014, 1012, 4002, 2575, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 2581, 22932, 2575, 2171, 1024, 5401, 1010, 26718, 18863, 1024, 4874, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 19034, 1060, 10020, 14993, 1012, 27658, 1061, 10020, 25717, 1012, 1019, 1060, 17848, 27240, 1012, 1019, 1061, 17848, 27878, 1012, 1019, 2415, 1035, 1060, 21950, 2415, 1035, 1061, 21036, 7605, 1035, 1060, 1011, 10630, 1012, 4805, 22025, 25746, 7605, 1035, 1061, 16087, 1012, 6445, 2581, 2620, 24594, 7605, 1035, 1062, 25374, 1012, 1014, 7023, 1014, 1012, 6255, 22932, 16932, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 5511, 1024, 5139, 9099, 1035, 1060, 1014, 1012, 5786, 22610, 2683, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 25534, 16068, 9099, 1035, 1062, 1014, 1012, 24082, 22203, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 19481, 22022, 1053, 1035, 1061, 1014, 1012, 26271, 2683, 2475, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 2620, 23499, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 11387, 2581, 2575, 2171, 1024, 6191, 1010, 26718, 18863, 1024, 4874, 14993, 1012, 1023, 27240, 1012, 1019, 25717, 1012, 1019, 27878, 1012, 1019, 1011, 10630, 1012, 1019, 16087, 1012, 1022, 25374, 1012, 1014, 2529, 2507, 2033, 1996, 2157, 2452, 3531, 102]"
134,"[0.616130380052432, -0.1574405514275404, 0.1927186101716826, -0.0391667751640218]","[101, 19034, 5835, 19843, 1012, 1018, 24568, 1012, 1020, 4185, 1012, 1022, 20003, 1012, 1019, 1011, 10545, 1012, 1021, 1011, 22234, 1012, 1014, 3938, 2620, 1012, 1014, 2529, 3531, 2192, 2033, 1996, 14757, 19034, 2452, 23297, 1012, 1014, 25048, 1012, 1014, 24568, 1012, 1018, 4090, 2620, 1012, 1014, 1011, 6365, 1012, 1021, 12904, 1012, 1018, 4293, 2475, 1012, 1014, 102]"
135,"[0.4134120843541086, -0.0435523093782707, 0.1963043931290602, -0.0013255584899515]","[101, 19034, 2452, 24622, 1012, 1022, 4029, 2475, 1012, 1022, 5018, 1012, 1023, 22431, 1012, 1015, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 3531, 6723, 1996, 14757, 19034, 5835, 4029, 2509, 1012, 1019, 4601, 2575, 1012, 1019, 5187, 1012, 1018, 11827, 1012, 1014, 18225, 1012, 1022, 1011, 28135, 1012, 1018, 5986, 2509, 1012, 1014, 102]"
136,"[0.3714706610443854, 0.147597735260567, 0.2582867359995356, 0.0104872144631171]","[101, 19034, 1060, 10020, 21005, 1012, 1019, 1061, 10020, 11176, 1012, 1014, 1060, 17848, 19652, 1012, 1019, 1061, 17848, 4261, 2487, 1012, 4293, 2415, 1035, 1060, 21777, 2415, 1035, 1061, 22343, 7605, 1035, 1060, 1011, 5388, 1012, 5139, 23777, 23632, 7605, 1035, 1061, 1018, 1012, 4002, 2581, 19317, 2475, 7605, 1035, 1062, 6079, 2620, 1012, 1014, 7023, 1014, 1012, 6584, 2683, 23499, 2629, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2403, 1024, 2340, 9099, 1035, 1060, 1014, 1012, 5764, 16576, 2581, 2683, 9099, 1035, 1061, 1014, 1012, 5890, 28756, 22022, 9099, 1035, 1062, 1014, 1012, 20802, 26976, 2629, 1053, 1035, 1060, 1011, 1014, 1012, 5764, 27814, 22022, 1053, 1035, 1061, 1011, 1014, 1012, 25578, 28311, 2509, 1053, 1035, 1062, 1014, 1012, 24921, 26976, 1053, 1035, 1059, 1011, 1014, 1012, 23609, 22610, 2581, 2171, 1024, 3963, 1010, 26718, 18863, 1024, 4874, 21005, 1012, 1019, 19652, 1012, 1019, 11176, 1012, 1014, 4261, 2487, 1012, 1022, 1011, 5388, 1012, 1019, 1018, 1012, 1014, 6079, 2620, 1012, 1014, 19034, 1060, 10020, 18034, 1012, 1019, 1061, 10020, 9645, 1012, 8732, 1060, 17848, 4008, 2581, 1012, 1019, 1061, 17848, 19015, 1012, 18034, 2415, 1035, 1060, 27517, 2415, 1035, 1061, 17867, 7605, 1035, 1060, 3156, 1012, 6070, 18827, 2575, 2487, 7605, 1035, 1061, 1011, 29269, 1012, 8148, 28756, 7605, 1035, 1062, 19936, 2683, 1012, 1014, 7023, 1014, 1012, 6486, 21084, 2620, 2549, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 4413, 9099, 1035, 1060, 1014, 1012, 4261, 16932, 2581, 2487, 9099, 1035, 1061, 1014, 1012, 16471, 28154, 2620, 9099, 1035, 1062, 1014, 1012, 24398, 22407, 2581, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 23499, 26187, 1053, 1035, 1061, 1014, 1012, 4229, 28332, 2509, 1053, 1035, 1062, 1014, 1012, 5890, 2692, 18139, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 27814, 2581, 2487, 2171, 1024, 2484, 1010, 26718, 18863, 1024, 4874, 18034, 1012, 1019, 4008, 2581, 1012, 1019, 9645, 1012, 1015, 19015, 1012, 1018, 3156, 1012, 1023, 1011, 29269, 1012, 1016, 19936, 2683, 1012, 1014, 2529, 2192, 2033, 1996, 2157, 3482, 102]"
137,"[0.7095676073975309, -0.0344240831523102, 0.2584084371614989, 0.0110805519874247]","[101, 19034, 5835, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 2452, 20294, 1012, 1015, 25143, 1012, 1014, 12104, 1012, 1014, 17317, 1012, 1022, 1011, 11827, 1012, 1015, 1011, 16798, 1012, 1017, 6227, 2692, 1012, 1014, 2529, 2064, 1045, 2031, 1996, 3482, 3531, 102]"
138,"[0.2805501276348333, -0.1816837302143716, 0.1710512985184434, -0.0008404641910564]","[101, 19034, 2452, 18744, 1012, 1020, 24398, 1012, 1016, 14010, 1012, 1023, 19975, 1012, 1014, 1011, 19594, 1012, 1016, 1011, 19871, 1012, 1022, 5345, 2487, 1012, 1014, 19034, 5835, 20802, 1012, 1022, 26257, 1012, 1022, 17613, 1012, 1022, 18034, 1012, 1022, 1011, 6070, 1012, 1023, 6255, 1012, 1016, 3515, 2475, 1012, 1014, 2529, 10616, 1996, 14757, 3531, 102]"
139,"[0.5860600055503538, -0.0446349204852387, 0.1622996822406689, -0.0167263138597063]","[101, 19034, 1060, 10020, 28135, 1012, 4293, 1061, 10020, 11502, 1012, 1014, 1060, 17848, 27810, 1012, 2423, 1061, 17848, 20713, 1012, 4293, 2415, 1035, 1060, 26499, 2415, 1035, 1061, 16785, 7605, 1035, 1060, 1011, 1020, 1012, 20636, 2692, 2620, 2549, 7605, 1035, 1061, 1011, 19681, 1012, 4029, 23632, 20842, 7605, 1035, 1062, 5585, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 2575, 2683, 2683, 2475, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 17222, 20958, 2629, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 2575, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 26263, 2683, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 27814, 2487, 1053, 1035, 1061, 1014, 1012, 19342, 2683, 2620, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2575, 21926, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 16086, 2620, 2683, 2171, 1024, 2260, 1010, 26718, 18863, 1024, 4874, 28135, 1012, 1022, 27810, 1012, 1016, 11502, 1012, 1014, 20713, 1012, 1022, 1011, 1020, 1012, 1016, 1011, 19681, 1012, 1018, 5585, 2487, 1012, 1014, 2529, 3531, 10616, 1996, 2157, 14757, 19034, 1060, 10020, 24030, 1012, 1014, 1061, 10020, 5539, 1012, 22810, 1060, 17848, 4229, 2549, 1012, 1014, 1061, 17848, 27234, 1012, 1014, 2415, 1035, 1060, 28906, 2415, 1035, 1061, 23090, 7605, 1035, 1060, 5764, 1012, 4029, 21057, 15136, 7605, 1035, 1061, 8746, 1012, 20335, 2620, 17465, 7605, 1035, 1062, 6640, 2549, 1012, 1014, 7023, 1014, 1012, 4805, 19841, 23632, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2324, 1024, 6021, 9099, 1035, 1060, 1014, 1012, 5388, 16086, 2575, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 21472, 19481, 9099, 1035, 1062, 1014, 1012, 29056, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 2575, 1053, 1035, 1061, 1014, 1012, 4261, 16147, 2692, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 2575, 2581, 23833, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 10790, 2620, 2620, 2171, 1024, 6535, 1010, 26718, 18863, 1024, 4874, 24030, 1012, 1014, 4229, 2549, 1012, 1014, 5539, 1012, 1020, 27234, 1012, 1014, 5764, 1012, 1018, 8746, 1012, 1016, 6640, 2549, 1012, 1014, 102]"
140,"[0.4809446699781073, -0.0303785231347416, 0.1675613667185734, 0.005841262593949]","[101, 2529, 10616, 1996, 14757, 3531, 19034, 2452, 26499, 1012, 1019, 4261, 2575, 1012, 1019, 20003, 1012, 1022, 24231, 1012, 1016, 6353, 1012, 1018, 1011, 1023, 1012, 1016, 2531, 2549, 1012, 1014, 19034, 5835, 26628, 1012, 1016, 3486, 2509, 1012, 1016, 13741, 1012, 1018, 19015, 1012, 1018, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
141,"[-1.0, -1.0, -1.0, -1.0]","[101, 2529, 3531, 10616, 1996, 10336, 19034, 2452, 18164, 1012, 1023, 21777, 1012, 1014, 25143, 1012, 1019, 8698, 1012, 1014, 1011, 14748, 1012, 1020, 15028, 1012, 1022, 4293, 2581, 1012, 1014, 19034, 1060, 10020, 20294, 1012, 8732, 1061, 10020, 12104, 1012, 1014, 1060, 17848, 25143, 1012, 1014, 1061, 17848, 17317, 1012, 4293, 2415, 1035, 1060, 22431, 2415, 1035, 1061, 16666, 7605, 1035, 1060, 1011, 11827, 1012, 5718, 26224, 2620, 2620, 7605, 1035, 1061, 1011, 16798, 1012, 25103, 22407, 2475, 7605, 1035, 1062, 6227, 2692, 1012, 1014, 7023, 1014, 1012, 3938, 2581, 2581, 16068, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5757, 1024, 4008, 9099, 1035, 1060, 1014, 1012, 24841, 19317, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16785, 27531, 2683, 9099, 1035, 1062, 1014, 1012, 4437, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 21472, 16932, 1053, 1035, 1061, 1014, 1012, 27878, 25746, 2549, 1053, 1035, 1062, 1014, 1012, 4002, 21486, 14526, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2620, 22407, 2171, 1024, 1015, 1010, 26718, 18863, 1024, 4874, 20294, 1012, 1015, 25143, 1012, 1014, 12104, 1012, 1014, 17317, 1012, 1022, 1011, 11827, 1012, 1015, 1011, 16798, 1012, 1017, 6227, 2692, 1012, 1014, 102]"
142,"[0.409565214382499, 0.1612648217473776, 0.2890241575337998, -0.0116822576082856]","[101, 19034, 2452, 19151, 1012, 1019, 4700, 2683, 1012, 1019, 20637, 1012, 1019, 29327, 1012, 1014, 25143, 1012, 1022, 12963, 1012, 1019, 6640, 2575, 1012, 1014, 2529, 3413, 2033, 1996, 4874, 19034, 5835, 4464, 2581, 1012, 1014, 3429, 2620, 1012, 1014, 9800, 1012, 1015, 23593, 1012, 1023, 15407, 1012, 1017, 1011, 6070, 1012, 1018, 4749, 2575, 1012, 1014, 102]"
143,"[0.5706822310951484, 0.0071849762973282, 0.2516957045132977, -0.0025595419263069]","[101, 19034, 2452, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 19034, 5835, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 2529, 3413, 2033, 1996, 5835, 3531, 102]"
144,"[0.6322531060434141, 0.199312265287262, 0.220226418442296, -0.3133259897142675]","[101, 19034, 2452, 4724, 2509, 1012, 1016, 2753, 2549, 1012, 1016, 25162, 1012, 1019, 23785, 1012, 1019, 6282, 2692, 1012, 1022, 4261, 2509, 1012, 1017, 18164, 2575, 1012, 1014, 2529, 2507, 2033, 1996, 11565, 11867, 6657, 19099, 2099, 3531, 19034, 5835, 4229, 2683, 1012, 1014, 4466, 2683, 1012, 1019, 10114, 1012, 1017, 4090, 2475, 1012, 1016, 11827, 1012, 1017, 1011, 2603, 1012, 1019, 5786, 2475, 1012, 1014, 102]"
145,"[0.5330087937539474, -0.1521863818439065, 0.3183021151485912, 0.0015157783713149]","[101, 2529, 2192, 2033, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 4229, 2683, 1012, 1014, 1061, 10020, 10114, 1012, 21036, 2629, 1060, 17848, 4466, 2683, 1012, 1019, 1061, 17848, 4090, 2475, 1012, 2423, 2415, 1035, 1060, 4724, 2683, 2415, 1035, 1061, 19711, 7605, 1035, 1060, 11827, 1012, 26871, 24434, 7605, 1035, 1061, 1011, 2603, 1012, 4700, 2575, 2581, 2581, 2575, 7605, 1035, 1062, 5786, 2475, 1012, 1014, 7023, 1014, 1012, 6227, 2692, 23632, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2403, 1024, 4749, 9099, 1035, 1060, 1014, 1012, 6191, 19317, 22275, 9099, 1035, 1061, 1014, 1012, 2857, 12521, 9099, 1035, 1062, 1014, 1012, 10545, 19317, 2575, 1053, 1035, 1060, 1014, 1012, 3515, 28154, 15136, 1053, 1035, 1061, 1014, 1012, 20637, 14526, 2475, 1053, 1035, 1062, 1011, 1014, 1012, 22997, 16703, 2575, 1053, 1035, 1059, 1014, 1012, 6191, 23352, 20842, 2171, 1024, 5824, 1010, 26718, 18863, 1024, 4874, 4229, 2683, 1012, 1014, 4466, 2683, 1012, 1019, 10114, 1012, 1017, 4090, 2475, 1012, 1016, 11827, 1012, 1017, 1011, 2603, 1012, 1019, 5786, 2475, 1012, 1014, 19034, 1060, 10020, 20500, 1012, 8732, 1061, 10020, 12963, 1012, 4293, 1060, 17848, 21950, 1012, 4293, 1061, 17848, 23090, 1012, 2423, 2415, 1035, 1060, 14993, 2415, 1035, 1061, 18540, 7605, 1035, 1060, 1011, 19609, 1012, 12904, 2683, 22907, 7605, 1035, 1061, 1011, 6273, 1012, 5139, 12376, 2683, 2575, 7605, 1035, 1062, 6356, 2475, 1012, 1014, 7023, 1014, 1012, 6275, 16703, 2692, 2509, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2410, 1024, 3486, 9099, 1035, 1060, 1014, 1012, 5187, 14142, 2692, 2683, 9099, 1035, 1061, 1011, 1014, 1012, 15017, 15136, 2575, 9099, 1035, 1062, 1014, 1012, 27003, 14142, 2475, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 22025, 22203, 1053, 1035, 1061, 1014, 1012, 29335, 23499, 1053, 1035, 1062, 1014, 1012, 25604, 22203, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 19317, 23777, 2171, 1024, 3486, 1010, 26718, 18863, 1024, 4874, 20500, 1012, 1015, 21950, 1012, 1022, 12963, 1012, 1022, 23090, 1012, 1016, 1011, 19609, 1012, 1015, 1011, 6273, 1012, 1019, 6356, 2475, 1012, 1014, 102]"
146,"[0.574400678843932, 0.0114049548471117, 0.2798659612478197, -0.0332030661403648]","[101, 19034, 1060, 10020, 3429, 2629, 1012, 1019, 1061, 10020, 19235, 1012, 27658, 1060, 17848, 5139, 2575, 1012, 1014, 1061, 17848, 4261, 2487, 1012, 1019, 2415, 1035, 1060, 3156, 2415, 1035, 1061, 27173, 7605, 1035, 1060, 9645, 2629, 1012, 6564, 2683, 2683, 18827, 7605, 1035, 1061, 24559, 1012, 25873, 22203, 2620, 7605, 1035, 1062, 14993, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 19481, 2581, 2549, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 4413, 9099, 1035, 1060, 1014, 1012, 6273, 2581, 2581, 2581, 2475, 9099, 1035, 1061, 1014, 1012, 17696, 2620, 18827, 9099, 1035, 1062, 1014, 1012, 27240, 2575, 23833, 1053, 1035, 1060, 1014, 1012, 6365, 16703, 2620, 2581, 1053, 1035, 1061, 1011, 1014, 1012, 14210, 2575, 16576, 1053, 1035, 1062, 1014, 1012, 5890, 22275, 2683, 2549, 1053, 1035, 1059, 1014, 1012, 6185, 28311, 2683, 2171, 1024, 4720, 1010, 26718, 18863, 1024, 4874, 3429, 2629, 1012, 1019, 5139, 2575, 1012, 1014, 19235, 1012, 1023, 4261, 2487, 1012, 1019, 9645, 2629, 1012, 1023, 24559, 1012, 1018, 14993, 2487, 1012, 1014, 2529, 2192, 2033, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 28469, 1012, 2423, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 4464, 2509, 1012, 4293, 1061, 17848, 22904, 1012, 1014, 2415, 1035, 1060, 9475, 2415, 1035, 1061, 22030, 7605, 1035, 1060, 2531, 1012, 25797, 2692, 16703, 7605, 1035, 1061, 1011, 1015, 1012, 26499, 22610, 2575, 7605, 1035, 1062, 25897, 1012, 1014, 7023, 1014, 1012, 6109, 12740, 2620, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 5757, 9099, 1035, 1060, 1014, 1012, 5401, 22932, 24096, 9099, 1035, 1061, 1014, 1012, 5890, 16932, 2692, 2629, 9099, 1035, 1062, 1014, 1012, 25745, 20842, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2581, 2620, 2683, 2487, 1053, 1035, 1061, 1014, 1012, 23785, 16703, 2575, 1053, 1035, 1062, 1011, 1014, 1012, 6021, 16703, 2692, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 22407, 2692, 2581, 2171, 1024, 3429, 1010, 26718, 18863, 1024, 4874, 28469, 1012, 1016, 4464, 2509, 1012, 1022, 17832, 1012, 1022, 22904, 1012, 1014, 2531, 1012, 1017, 1011, 1015, 1012, 1017, 25897, 1012, 1014, 102]"
147,"[0.4379798463530173, -0.1563007386679468, 0.1950844680337645, 0.0255869824200615]","[101, 19034, 2452, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 19034, 5835, 4261, 2683, 1012, 1016, 4724, 2487, 1012, 1022, 5345, 1012, 1018, 20335, 1012, 1023, 4805, 2620, 1012, 1023, 1011, 4805, 2475, 1012, 1022, 17405, 2575, 1012, 1014, 2529, 2192, 2033, 1996, 14757, 3531, 102]"
148,"[-1.0, -1.0, -1.0, -1.0]","[101, 2529, 3531, 2507, 2033, 1996, 2892, 19034, 1060, 10020, 19348, 1012, 2423, 1061, 10020, 16621, 1012, 1019, 1060, 17848, 21950, 1012, 1019, 1061, 17848, 19235, 1012, 2423, 2415, 1035, 1060, 17825, 2415, 1035, 1061, 12862, 7605, 1035, 1060, 1011, 16327, 1012, 17295, 2581, 2581, 2620, 7605, 1035, 1061, 1011, 16528, 1012, 5890, 27814, 2683, 2509, 7605, 1035, 1062, 6205, 2549, 1012, 1014, 7023, 1014, 1012, 6205, 24087, 22907, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 5890, 1024, 2324, 9099, 1035, 1060, 1014, 1012, 14210, 20842, 2487, 9099, 1035, 1061, 1011, 1014, 1012, 12387, 18139, 9099, 1035, 1062, 1014, 1012, 27525, 22203, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2683, 2620, 19317, 1053, 1035, 1061, 1014, 1012, 19342, 22022, 2475, 1053, 1035, 1062, 1014, 1012, 6185, 22275, 2683, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2575, 17465, 2629, 2171, 1024, 3438, 1010, 26718, 18863, 1024, 4874, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 19034, 2452, 23593, 1012, 1018, 25048, 1012, 1019, 5539, 1012, 1019, 3486, 2683, 1012, 1019, 1011, 6365, 1012, 1019, 13029, 1012, 1015, 6421, 2629, 1012, 1014, 102]"
